kanji,kana,hirakana
占う,うらなう,うらなう
恨み,うらみ,うらみ
羨ましい,うらやましい,うらやましい
羨む,うらやむ,うらやむ
売り上げ,うりあげ,うりあげ
売り切れ,うりきれ,うりきれ
売り切れる,うりきれる,うりきれる
売れ行き,うれゆき,うれゆき
うろうろ,うろうろ,うろうろ
運河,うんが,うんが
うんと,うんと,うんと
英文,えいぶん,えいぶん
英和,えいわ,えいわ
液体,えきたい,えきたい
エチケット,エチケット,えちけっと
えっと,えっと,えっと
絵の具,えのぐ,えのぐ
エプロン,エプロン,えぷろん
偉い,えらい,えらい
宴会,えんかい,えんかい
園芸,えんげい,えんげい
演劇,えんげき,えんげき
円周,えんしゅう,えんしゅう
遠足,えんそく,えんそく
煙突,えんとつ,えんとつ
オーケストラ,オーケストラ,おーけすとら
オートメーション,オートメーション,おーとめーしょん
オーバコート,オーバコート,おーばこーと
追いかける,おいかける,おいかける
追い越す,おいこす,おいこす
オイル,オイル,おいる
応援,おうえん,おうえん
王女,おうじょ,おうじょ
応ずる,おうずる,おうずる
応接,おうせつ,おうせつ
応対,おうたい,おうたい
往復,おうふく,おうふく
欧米,おうべい,おうべい
大雑把,おおざっぱ,おおざっぱ
大通り,おおどおり,おおどおり
大凡,おおよそ,おおよそ
お帰り,おかえり,おかえり
お掛け下さい,おかけください,おかけください
お陰様で,おかげさまで,おかげさまで
お菜,おかず,おかず
拝む,おがむ,おがむ
お代わり,おかわり,おかわり
補う,おぎなう,おぎなう
お気の毒に,おきのどくに,おきのどくに
屋外,おくがい,おくがい
奥さん,おくさん,おくさん
送り仮名,おくりがな,おくりがな
怠る,おこたる,おこたる
押さえる,おさえる,おさえる
お先に,おさきに,おさきに
収める,おさめる,おさめる
治める,おさめる,おさめる
惜しい,おしい,おしい
お辞儀,おじぎ,おじぎ
伯父さん,おじさん,おじさん
お邪魔します,おじゃまします,おじゃまします
お洒落,おしゃれ,おしゃれ
教わる,おそわる,おそわる
お大事に,おだいじに,おだいじに
落ち着く,おちつく,おちつく
お出掛け,おでかけ,おでかけ
お手伝いさん,おてつだいさん,おてつだいさん
脅かす,おどかす,おどかす
落とし物,おとしもの,おとしもの
一昨日,おととい,おととい
大人しい,おとなしい,おとなしい
驚かす,おどろかす,おどろかす
お願いします,おねがいします,おねがいします
伯母さん,おばさん,おばさん
お早う,おはよう,おはよう
お参り,おまいり,おまいり
お待たせしました,おまたせしました,おまたせしました
お待ち遠様,おまちどおさま,おまちどおさま
お目出度い,おめでたい,おめでたい
思いがけない,おもいがけない,おもいがけない
思い切り,おもいきり,おもいきり
思い込む,おもいこむ,おもいこむ
思いつく,おもいつく,おもいつく
重たい,おもたい,おもたい
お八つ,おやつ,おやつ
親指,おやゆび,おやゆび
オルガン,オルガン,おるがん
卸す,おろす,おろす
恩恵,おんけい,おんけい
温室,おんしつ,おんしつ
温泉,おんせん,おんせん
温帯,おんたい,おんたい
御中,おんちゅう,おんちゅう
女の人,おんなのひと,おんなのひと
蚊,か,か
カーブ,カーブ,かーぶ
貝,かい,かい
開会,かいかい,かいかい
会館,かいかん,かいかん
改札,かいさつ,かいさつ
解散,かいさん,かいさん
海水浴,かいすいよく,かいすいよく
回数,かいすう,かいすう
回数券,かいすうけん,かいすうけん
快晴,かいせい,かいせい
改正,かいせい,かいせい
解説,かいせつ,かいせつ
改造,かいぞう,かいぞう
回転,かいてん,かいてん
回答,かいとう,かいとう
解答,かいとう,かいとう
解放,かいほう,かいほう
開放,かいほう,かいほう
海洋,かいよう,かいよう
概論,がいろん,がいろん
帰す,かえす,かえす
却って,かえって,かえって
換える,かえる,かえる
返る,かえる,かえる
家屋,かおく,かおく
関わる,かかわる,かかわる
書留,かきとめ,かきとめ
垣根,かきね,かきね
掻く,かく,かく
嗅ぐ,かぐ,かぐ
架空,かくう,かくう
各自,かくじ,かくじ
拡充,かくじゅう,かくじゅう
学術,がくじゅつ,がくじゅつ
各地,かくち,かくち
拡張,かくちょう,かくちょう
角度,かくど,かくど
学年,がくねん,がくねん
学部,がくぶ,がくぶ
格別,かくべつ,かくべつ
確率,かくりつ,かくりつ
学力,がくりょく,がくりょく
掛け算,かけざん,かけざん
可決,かけつ,かけつ
下降,かこう,かこう
火口,かこう,かこう
重なる,かさなる,かさなる
重ねる,かさねる,かさねる
火山,かざん,かざん
畏まりました,かしこまりました,かしこまりました
貸し出し,かしだし,かしだし
過失,かしつ,かしつ
果実,かじつ,かじつ
貸家,かしや,かしや
過剰,かじょう,かじょう
齧る,かじる,かじる
課税,かぜい,かぜい
カセット,カセット,かせっと
下線,かせん,かせん
加速,かそく,かそく
加速度,かそくど,かそくど
硬い,かたい,かたい
片仮名,かたかな,かたかな
片付く,かたづく,かたづく
塊,かたまり,かたまり
固まる,かたまる,かたまる
片道,かたみち,かたみち
傾く,かたむく,かたむく
偏る,かたよる,かたよる
学科,がっか,がっか
楽器,がっき,がっき
学級,がっきゅう,がっきゅう
担ぐ,かつぐ,かつぐ
括弧,かっこ,かっこ
活字,かつじ,かつじ
活躍,かつやく,かつやく
活力,かつりょく,かつりょく
仮定,かてい,かてい
課程,かてい,かてい
過程,かてい,かてい
仮名,かな,かな
仮名遣い,かなづかい,かなづかい
鐘,かね,かね
加熱,かねつ,かねつ
兼ねる,かねる,かねる
カバー,カバー,かばー
過半数,かはんすう,かはんすう
被せる,かぶせる,かぶせる
釜,かま,かま
紙屑,かみくず,かみくず
神様,かみさま,かみさま
剃刀,かみそり,かみそり
ガム,ガム,がむ
痒い,かゆい,かゆい
歌謡,かよう,かよう
殻,から,から
カラー,カラー,からー
揶揄う,からかう,からかう
空っぽ,からっぽ,からっぽ
歌留多,かるた,かるた
枯れる,かれる,かれる
カロリー,カロリー,かろりー
可愛がる,かわいがる,かわいがる
乾かす,かわかす,かわかす
渇く,かわく,かわく
為替,かわせ,かわせ
瓦,かわら,かわら
替わる,かわる,かわる
間隔,かんかく,かんかく
換気,かんき,かんき
感激,かんげき,かんげき
関西,かんさい,かんさい
鑑賞,かんしょう,かんしょう
感ずる,かんずる,かんずる
間接,かんせつ,かんせつ
感想,かんそう,かんそう
観測,かんそく,かんそく
寒帯,かんたい,かんたい
勘違い,かんちがい,かんちがい
官庁,かんちょう,かんちょう
缶詰,かんづめ,かんづめ
乾電池,かんでんち,かんでんち
関東,かんとう,かんとう
観念,かんねん,かんねん
乾杯,かんぱい,かんぱい
看板,かんばん,かんばん
看病,かんびょう,かんびょう
冠,かんむり,かんむり
漢和,かんわ,かんわ
気圧,きあつ,きあつ
機械,きかい,きかい
着替え,きがえ,きがえ
機関車,きかんしゃ,きかんしゃ
飢饉,ききん,ききん
器具,きぐ,きぐ
期限,きげん,きげん
記号,きごう,きごう
刻む,きざむ,きざむ
儀式,ぎしき,ぎしき
基準,きじゅん,きじゅん
起床,きしょう,きしょう
着せる,きせる,きせる
基礎,きそ,きそ
気体,きたい,きたい
基地,きち,きち
切っ掛け,きっかけ,きっかけ
ぎっしり,ぎっしり,ぎっしり
基盤,きばん,きばん
客席,きゃくせき,きゃくせき
ギャング,ギャング,ぎゃんぐ
キャンパス,キャンパス,きゃんぱす
休業,きゅうぎょう,きゅうぎょう
休講,きゅうこう,きゅうこう
休息,きゅうそく,きゅうそく
給与,きゅうよ,きゅうよ
休養,きゅうよう,きゅうよう
清い,きよい,きよい
強化,きょうか,きょうか
行事,ぎょうじ,ぎょうじ
恐縮,きょうしゅく,きょうしゅく
教養,きょうよう,きょうよう
行列,ぎょうれつ,ぎょうれつ
漁業,ぎょぎょう,ぎょぎょう
曲線,きょくせん,きょくせん
規律,きりつ,きりつ
斬る,きる,きる
気を付ける,きをつける,きをつける
金魚,きんぎょ,きんぎょ
クーラー,クーラー,くーらー
区域,くいき,くいき
偶数,ぐうすう,ぐうすう
空想,くうそう,くうそう
空中,くうちゅう,くうちゅう
釘,くぎ,くぎ
区切る,くぎる,くぎる
櫛,くし,くし
嚏,くしゃみ,くしゃみ
苦情,くじょう,くじょう
苦心,くしん,くしん
屑,くず,くず
崩す,くずす,くずす
薬指,くすりゆび,くすりゆび
崩れる,くずれる,くずれる
砕く,くだく,くだく
砕ける,くだける,くだける
草臥れる,くたびれる,くたびれる
下らない,くだらない,くだらない
下る,くだる,くだる
唇,くちびる,くちびる
口紅,くちべに,くちべに
くっ付く,くっつく,くっつく
くっ付ける,くっつける,くっつける
諄い,くどい,くどい
句読点,くとうてん,くとうてん
配る,くばる,くばる
工夫,くふう,くふう
区分,くぶん,くぶん
汲む,くむ,くむ
酌む,くむ,くむ
悔しい,くやしい,くやしい
悔やむ,くやむ,くやむ
クリーニング,クリーニング,くりーにんぐ
咥える,くわえる,くわえる
郡,ぐん,ぐん
稽古,けいこ,けいこ
敬語,けいご,けいご
蛍光灯,けいこうとう,けいこうとう
形式,けいしき,けいしき
継続,けいぞく,けいぞく
毛糸,けいと,けいと
経度,けいど,けいど
系統,けいとう,けいとう
芸能,げいのう,げいのう
競馬,けいば,けいば
警備,けいび,けいび
形容詞,けいようし,けいようし
形容動詞,けいようどうし,けいようどうし
外科,げか,げか
毛皮,けがわ,けがわ
激増,げきぞう,げきぞう
下車,げしゃ,げしゃ
下旬,げじゅん,げじゅん
下水,げすい,げすい
削る,けずる,けずる
桁,けた,けた
下駄,げた,げた
血圧,けつあつ,けつあつ
血液,けつえき,けつえき
月給,げっきゅう,げっきゅう
傑作,けっさく,けっさく
月末,げつまつ,げつまつ
けど,けど,けど
気配,けはい,けはい
下品,げひん,げひん
煙い,けむい,けむい
蹴る,ける,ける
険しい,けわしい,けわしい
見学,けんがく,けんがく
謙虚,けんきょ,けんきょ
原稿,げんこう,げんこう
原産,げんさん,げんさん
原始,げんし,げんし
研修,けんしゅう,けんしゅう
厳重,げんじゅう,げんじゅう
謙遜,けんそん,けんそん
県庁,けんちょう,けんちょう
限度,げんど,げんど
現に,げんに,げんに
顕微鏡,けんびきょう,けんびきょう
原理,げんり,げんり
原料,げんりょう,げんりょう
碁,ご,ご
コース,コース,こーす
コーラス,コーラス,こーらす
恋しい,こいしい,こいしい
請う,こう,こう
工員,こういん,こういん
強引,ごういん,ごういん
高級,こうきゅう,こうきゅう
公共,こうきょう,こうきょう
工芸,こうげい,こうげい
孝行,こうこう,こうこう
交差,こうさ,こうさ
講師,こうし,こうし
工事,こうじ,こうじ
公式,こうしき,こうしき
口実,こうじつ,こうじつ
斯うして,こうして,こうして
校舎,こうしゃ,こうしゃ
公衆,こうしゅう,こうしゅう
香水,こうすい,こうすい
公正,こうせい,こうせい
功績,こうせき,こうせき
光線,こうせん,こうせん
高層,こうそう,こうそう
構造,こうぞう,こうぞう
交代,こうたい,こうたい
耕地,こうち,こうち
交通機関,こうつうきかん,こうつうきかん
校庭,こうてい,こうてい
高度,こうど,こうど
高等,こうとう,こうとう
合同,ごうどう,ごうどう
後輩,こうはい,こうはい
公表,こうひょう,こうひょう
鉱物,こうぶつ,こうぶつ
公務,こうむ,こうむ
項目,こうもく,こうもく
紅葉,こうよう,こうよう
合理,ごうり,ごうり
交流,こうりゅう,こうりゅう
合流,ごうりゅう,ごうりゅう
効力,こうりょく,こうりょく
越える,こえる,こえる
焦がす,こがす,こがす
国王,こくおう,こくおう
国籍,こくせき,こくせき
国立,こくりつ,こくりつ
ご苦労さま,ごくろうさま,ごくろうさま
焦げる,こげる,こげる
凍える,こごえる,こごえる
心当たり,こころあたり,こころあたり
心得る,こころえる,こころえる
腰掛け,こしかけ,こしかけ
腰掛ける,こしかける,こしかける
五十音,ごじゅうおん,ごじゅうおん
胡椒,こしょう,こしょう
拵える,こしらえる,こしらえる
越す,こす,こす
擦る,こする,こする
個体,こたい,こたい
ご馳走,ごちそう,ごちそう
ご馳走さま,ごちそうさま,ごちそうさま
こちらこそ,こちらこそ,こちらこそ
小遣い,こづかい,こづかい
コック,コック,こっく
こっそり,こっそり,こっそり
古典,こてん,こてん
琴,こと,こと
言付ける,ことづける,ことづける
言葉遣い,ことばづかい,ことばづかい
此間,こないだ,こないだ
ご無沙汰,ごぶさた,ごぶさた
零す,こぼす,こぼす
零れる,こぼれる,こぼれる
塵,ごみ,ごみ
護謨,ゴム,ごむ
御免,ごめん,ごめん
ご免ください,ごめんください,ごめんください
小指,こゆび,こゆび
娯楽,ごらく,ごらく
御覧,ごらん,ごらん
コレクション,コレクション,これくしょん
転がす,ころがす,ころがす
転がる,ころがる,ころがる
紺,こん,こん
コンクール,コンクール,こんくーる
混凝土,こんくりいと,こんくりいと
混合,こんごう,こんごう
コンセント,コンセント,こんせんと
今晩は,こんばんは,こんばんは
サークル,サークル,さーくる
在学,ざいがく,ざいがく
再三,さいさん,さいさん
祭日,さいじつ,さいじつ
催促,さいそく,さいそく
採点,さいてん,さいてん
災難,さいなん,さいなん
裁縫,さいほう,さいほう
材木,ざいもく,ざいもく
サイレン,サイレン,さいれん
逆さま,さかさま,さかさま
探す,さがす,さがす
遡る,さかのぼる,さかのぼる
酒場,さかば,さかば
先ほど,さきほど,さきほど
裂く,さく,さく
索引,さくいん,さくいん
作者,さくしゃ,さくしゃ
削除,さくじょ,さくじょ
作成,さくせい,さくせい
作製,さくせい,さくせい
探る,さぐる,さぐる
囁く,ささやく,ささやく
刺さる,ささる,ささる
匙,さじ,さじ
座敷,ざしき,ざしき
差し引き,さしひき,さしひき
刺身,さしみ,さしみ
刺す,さす,さす
挿す,さす,さす
注す,さす,さす
流石,さすが,さすが
撮影,さつえい,さつえい
雑音,ざつおん,ざつおん
早速,さっそく,さっそく
錆,さび,さび
錆びる,さびる,さびる
座布団,ざぶとん,ざぶとん
冷ます,さます,さます
妨げる,さまたげる,さまたげる
左様なら,さようなら,さようなら
再来月,さらいげつ,さらいげつ
再来週,さらいしゅう,さらいしゅう
再来年,さらいねん,さらいねん
サラリーマン,サラリーマン,さらりーまん
騒がしい,さわがしい,さわがしい
爽やか,さわやか,さわやか
三角,さんかく,さんかく
算数,さんすう,さんすう
酸性,さんせい,さんせい
産地,さんち,さんち
サンプル,サンプル,さんぷる
山林,さんりん,さんりん
シーズン,シーズン,しーずん
シーツ,シーツ,しーつ
しーん,しーん,しーん
仕上がる,しあがる,しあがる
明々後日,しあさって,しあさって
寺院,じいん,じいん
自衛,じえい,じえい
司会,しかい,しかい
四角,しかく,しかく
四角い,しかくい,しかくい
時間割,じかんわり,じかんわり
四季,しき,しき
敷地,しきち,しきち
至急,しきゅう,しきゅう
敷く,しく,しく
茂る,しげる,しげる
持参,じさん,じさん
磁石,じしゃく,じしゃく
四捨五入,ししゃごにゅう,ししゃごにゅう
始終,しじゅう,しじゅう
自習,じしゅう,じしゅう
静まる,しずまる,しずまる
姿勢,しせい,しせい
自然科学,しぜんかがく,しぜんかがく
時速,じそく,じそく
子孫,しそん,しそん
死体,したい,したい
下町,したまち,したまち
自治,じち,じち
実感,じっかん,じっかん
湿気,しっけ,しっけ
しつこい,しつこい,しつこい
実績,じっせき,じっせき
湿度,しつど,しつど
執筆,しっぴつ,しっぴつ
尻尾,しっぽ,しっぽ
実用,じつよう,じつよう
実力,じつりょく,じつりょく
実例,じつれい,じつれい
失恋,しつれん,しつれん
私鉄,してつ,してつ
児童,じどう,じどう
縛る,しばる,しばる
地盤,じばん,じばん
痺れる,しびれる,しびれる
紙幣,しへい,しへい
萎む,しぼむ,しぼむ
絞る,しぼる,しぼる
縞,しま,しま
地味,じみ,じみ
沁み沁み,しみじみ,しみじみ
氏名,しめい,しめい
締め切り,しめきり,しめきり
締め切る,しめきる,しめきる
湿る,しめる,しめる
ジャーナリスト,ジャーナリスト,じゃーなりすと
社会科学,しゃかいかがく,しゃかいかがく
しゃがむ,しゃがむ,しゃがむ
蛇口,じゃぐち,じゃぐち
弱点,じゃくてん,じゃくてん
車庫,しゃこ,しゃこ
車掌,しゃしょう,しゃしょう
写生,しゃせい,しゃせい
社説,しゃせつ,しゃせつ
吃逆,しゃっくり,しゃっくり
シャッター,シャッター,しゃったー
しゃぶる,しゃぶる,しゃぶる
車輪,しゃりん,しゃりん
洒落,しゃれ,しゃれ
じゃん拳,じゃんけん,じゃんけん
集会,しゅうかい,しゅうかい
集金,しゅうきん,しゅうきん
集合,しゅうごう,しゅうごう
習字,しゅうじ,しゅうじ
修繕,しゅうぜん,しゅうぜん
絨毯,じゅうたん,じゅうたん
終点,しゅうてん,しゅうてん
重点,じゅうてん,じゅうてん
周辺,しゅうへん,しゅうへん
重役,じゅうやく,じゅうやく
終了,しゅうりょう,しゅうりょう
重量,じゅうりょう,じゅうりょう
重力,じゅうりょく,じゅうりょく
熟語,じゅくご,じゅくご
祝日,しゅくじつ,しゅくじつ
縮小,しゅくしょう,しゅくしょう
受験,じゅけん,じゅけん
主語,しゅご,しゅご
出勤,しゅっきん,しゅっきん
述語,じゅつご,じゅつご
出張,しゅっちょう,しゅっちょう
寿命,じゅみょう,じゅみょう
主役,しゅやく,しゅやく
受話器,じゅわき,じゅわき
循環,じゅんかん,じゅんかん
巡査,じゅんさ,じゅんさ
順々,じゅんじゅん,じゅんじゅん
順序,じゅんじょ,じゅんじょ
純情,じゅんじょう,じゅんじょう
純粋,じゅんすい,じゅんすい
消化,しょうか,しょうか
小学生,しょうがくせい,しょうがくせい
仕様が無い,しようがない,しようがない
将棋,しょうぎ,しょうぎ
蒸気,じょうき,じょうき
定規,じょうぎ,じょうぎ
上級,じょうきゅう,じょうきゅう
商業,しょうぎょう,しょうぎょう
消極的,しょうきょくてき,しょうきょくてき
賞金,しょうきん,しょうきん
上下,じょうげ,じょうげ
障子,しょうじ,しょうじ
商社,しょうしゃ,しょうしゃ
乗車,じょうしゃ,じょうしゃ
上旬,じょうじゅん,じょうじゅん
小数,しょうすう,しょうすう
生ずる,しょうずる,しょうずる
商店,しょうてん,しょうてん
消毒,しょうどく,しょうどく
勝敗,しょうはい,しょうはい
蒸発,じょうはつ,じょうはつ
賞品,しょうひん,しょうひん
勝負,しょうぶ,しょうぶ
小便,しょうべん,しょうべん
消防署,しょうぼうしょ,しょうぼうしょ
正味,しょうみ,しょうみ
醤油,しょうゆ,しょうゆ
省略,しょうりゃく,しょうりゃく
初級,しょきゅう,しょきゅう
助教授,じょきょうじゅ,じょきょうじゅ
食塩,しょくえん,しょくえん
職人,しょくにん,しょくにん
初旬,しょじゅん,しょじゅん
書籍,しょせき,しょせき
食器,しょっき,しょっき
ショップ,ショップ,しょっぷ
書店,しょてん,しょてん
書道,しょどう,しょどう
白髪,しらが,しらが
シリーズ,シリーズ,しりーず
知り合い,しりあい,しりあい
私立,しりつ,しりつ
汁,しる,しる
芯,しん,しん
新幹線,しんかんせん,しんかんせん
真空,しんくう,しんくう
心身,しんしん,しんしん
信ずる,しんずる,しんずる
人造,じんぞう,じんぞう
診断,しんだん,しんだん
侵入,しんにゅう,しんにゅう
人文科学,じんぶんかがく,じんぶんかがく
人命,じんめい,じんめい
深夜,しんや,しんや
森林,しんりん,しんりん
親類,しんるい,しんるい
針路,しんろ,しんろ
神話,しんわ,しんわ
酢,す,す
水産,すいさん,すいさん
炊事,すいじ,すいじ
水蒸気,すいじょうき,すいじょうき
水素,すいそ,すいそ
垂直,すいちょく,すいちょく
水滴,すいてき,すいてき
水筒,すいとう,すいとう
随筆,ずいひつ,ずいひつ
水分,すいぶん,すいぶん
水平,すいへい,すいへい
水平線,すいへいせん,すいへいせん
水曜,すいよう,すいよう
図々しい,ずうずうしい,ずうずうしい
末っ子,すえっこ,すえっこ
スカーフ,スカーフ,すかーふ
図鑑,ずかん,ずかん
杉,すぎ,すぎ
好き嫌い,すききらい,すききらい
好き好き,すきずき,すきずき
透き通る,すきとおる,すきとおる
隙間,すきま,すきま
スクール,スクール,すくーる
少なくとも,すくなくとも,すくなくとも
図形,ずけい,ずけい
スケジュール,スケジュール,すけじゅーる
涼む,すずむ,すずむ
スタート,スタート,すたーと
スチュワーデス,スチュワーデス,すちゅわーです
すっきり,すっきり,すっきり
ずっと,ずっと,ずっと
酸っぱい,すっぱい,すっぱい
ステージ,ステージ,すてーじ
捨てる,すてる,すてる
ストッキング,ストッキング,すとっきんぐ
ストップ,ストップ,すとっぷ
素直,すなお,すなお
頭脳,ずのう,ずのう
スピーカー,スピーカー,すぴーかー
図表,ずひょう,ずひょう
滑る,すべる,すべる
スマート,スマート,すまーと
住まい,すまい,すまい
済まない,すまない,すまない
墨,すみ,すみ
澄む,すむ,すむ
相撲,すもう,すもう
スライド,スライド,すらいど
滑らす,ずらす,ずらす
ずらり,ずらり,ずらり
掏摸,すり,すり
刷る,する,する
狡い,ずるい,ずるい
すれ違う,すれちがう,すれちがう
寸法,すんぽう,すんぽう
姓,せい,せい
税関,ぜいかん,ぜいかん
制作,せいさく,せいさく
製作,せいさく,せいさく
性質,せいしつ,せいしつ
清書,せいしょ,せいしょ
青少年,せいしょうねん,せいしょうねん
清掃,せいそう,せいそう
生存,せいぞん,せいぞん
生長,せいちょう,せいちょう
政党,せいとう,せいとう
生年月日,せいねんがっぴ,せいねんがっぴ
整備,せいび,せいび
性別,せいべつ,せいべつ
正方形,せいほうけい,せいほうけい
正門,せいもん,せいもん
成立,せいりつ,せいりつ
西暦,せいれき,せいれき
背負う,せおう,せおう
赤道,せきどう,せきどう
折角,せっかく,せっかく
接近,せっきん,せっきん
石鹸,せっけん,せっけん
接する,せっする,せっする
せっせと,せっせと,せっせと
接続,せつぞく,せつぞく
瀬戸物,せともの,せともの
是非とも,ぜひとも,ぜひとも
迫る,せまる,せまる
ゼミ,ゼミ,ぜみ
攻め手,せめて,せめて
攻める,せめる,せめる
セメント,セメント,せめんと
栓,せん,せん
前後,ぜんご,ぜんご
洗剤,せんざい,せんざい
全身,ぜんしん,ぜんしん
扇子,せんす,せんす
専制,せんせい,せんせい
先々月,せんせんげつ,せんせんげつ
先先週,せんせんしゅう,せんせんしゅう
先祖,せんぞ,せんぞ
センチ,センチ,せんち
宣伝,せんでん,せんでん
先頭,せんとう,せんとう
全般,ぜんぱん,ぜんぱん
扇風機,せんぷうき,せんぷうき
線路,せんろ,せんろ
相違,そうい,そうい
そう言えば,そういえば,そういえば
雑巾,ぞうきん,ぞうきん
増減,ぞうげん,ぞうげん
倉庫,そうこ,そうこ
相互,そうご,そうご
創作,そうさく,そうさく
葬式,そうしき,そうしき
然うして,そうして,そうして
騒々しい,そうぞうしい,そうぞうしい
増大,ぞうだい,ぞうだい
送別,そうべつ,そうべつ
草履,ぞうり,ぞうり
総理大臣,そうりだいじん,そうりだいじん
属する,ぞくする,ぞくする
続々,ぞくぞく,ぞくぞく
速達,そくたつ,そくたつ
測定,そくてい,そくてい
測量,そくりょう,そくりょう
速力,そくりょく,そくりょく
素質,そしつ,そしつ
祖先,そせん,そせん
そそっかしい,そそっかしい,そそっかしい
率直,そっちょく,そっちょく
そっと,そっと,そっと
備える,そなえる,そなえる
その上,そのうえ,そのうえ
その頃,そのころ,そのころ
その為,そのため,そのため
その他,そのほか,そのほか
蕎麦,そば,そば
剃る,そる,そる
夫れ夫れ,それぞれ,それぞれ
それなのに,それなのに,それなのに
逸れる,それる,それる
揃う,そろう,そろう
揃える,そろえる,そろえる
算盤,そろばん,そろばん
存じる,ぞんじる,ぞんじる
存ずる,ぞんずる,ぞんずる
損得,そんとく,そんとく
タイア,タイア,たいあ
ダイアグラム,ダイアグラム,だいあぐらむ
退院,たいいん,たいいん
大学院,だいがくいん,だいがくいん
大工,だいく,だいく
体系,たいけい,たいけい
太鼓,たいこ,たいこ
対策,たいさく,たいさく
大して,たいして,たいして
対照,たいしょう,たいしょう
大小,だいしょう,だいしょう
体操,たいそう,たいそう
大層,たいそう,たいそう
大分,だいぶ,だいぶ
大木,たいぼく,たいぼく
代名詞,だいめいし,だいめいし
ダイヤモンド,ダイヤモンド,だいやもんど
ダイヤル,ダイヤル,だいやる
対立,たいりつ,たいりつ
田植え,たうえ,たうえ
絶えず,たえず,たえず
耐える,たえる,たえる
楕円,だえん,だえん
高める,たかめる,たかめる
耕す,たがやす,たがやす
滝,たき,たき
炊く,たく,たく
焚く,たく,たく
蓄える,たくわえる,たくわえる
竹,たけ,たけ
助かる,たすかる,たすかる
只,ただ,ただ
但し,ただし,ただし
畳む,たたむ,たたむ
立ち止まる,たちどまる,たちどまる
忽ち,たちまち,たちまち
建つ,たつ,たつ
立つ,たつ,たつ
脱線,だっせん,だっせん
妥当,だとう,だとう
例える,たとえる,たとえる
