,rank,frequency,lemma,kana
11498,11702,3.31,定休,ていきゅう
11499,11703,3.31,離,り
11500,11704,3.31,整体,せいたい
11501,11705,3.31,体型,たいけい
11502,11706,3.31,お返し,おかえし
11503,11707,3.31,段取り,だんどり
11504,11708,3.31,排他,はいた
11505,11709,3.31,賞味,しょうみ
11506,11710,3.31,コツコツ,コツコツ
11507,11711,3.31,差額,さがく
11508,11712,3.31,強硬,きょうこう
11509,11713,3.31,とんでも,とんでも
11510,11714,3.31,残虐,ざんぎゃく
11511,11715,3.31,草案,そうあん
11512,11716,3.31,密,みつ
11513,11717,3.31,後押し,あとおし
11514,11718,3.31,きびしい,きびしい
11515,11719,3.31,めずらしい,めずらしい
11516,11720,3.3,修道院,しゅうどういん
11517,11721,3.3,アルファ,アルファ
11518,11722,3.3,新卒,しんそつ
11519,11723,3.3,ダイエー,ダイエー
11520,11724,3.3,齢,れい
11521,11725,3.3,妊婦,にんぷ
11522,11726,3.3,始,し
11523,11727,3.3,エクアドル,エクアドル
11524,11728,3.3,中長期,ちゅうちょうき
11525,11730,3.3,働ける,はたらける
11526,11731,3.3,お隣,おとなり
11527,11732,3.3,間取り,まどり
11528,11733,3.3,均一,きんいつ
11529,11734,3.3,陳,ちん
11530,11735,3.3,はし,はし
11531,11736,3.3,ゴミ箱,ゴミはこ
11532,11737,3.3,インタフェース,インタフェース
11533,11738,3.3,同国,どうこく
11534,11739,3.3,小学館,しょうがくかん
11535,11740,3.3,卓,すぐる
11536,11741,3.3,幕末,ばくまつ
11537,11742,3.3,ですけれど,ですけれど
11538,11743,3.3,ミャンマー,ミャンマー
11539,11744,3.3,なにせ,なにせ
11540,11745,3.3,禁,きん
11541,11746,3.3,ヒゲ,ヒゲ
11542,11747,3.3,見下ろす,みおろす
11543,11748,3.3,鎖,くさり
11544,11749,3.3,極限,きょくげん
11545,11750,3.29,仕える,つかえる
11546,11751,3.29,宙,ちゅう
11547,11752,3.29,コロンビア,コロンビア
11548,11753,3.29,ラインナップ,ラインナップ
11549,11754,3.29,風車,ふうしゃ
11550,11755,3.29,尊い,とうとい
11551,11756,3.29,カンパニー,カンパニー
11552,11757,3.29,ひざ,ひざ
11553,11758,3.29,ラフ,ラフ
11554,11759,3.29,鉄鋼,てっこう
11555,11760,3.29,激化,げきか
11556,11761,3.29,菅,かん
11557,11762,3.29,ゆる,ゆる
11558,11763,3.29,金メダル,きんメダル
11559,11764,3.29,上方,じょうほう
11560,11765,3.29,マネージャ,マネージャ
11561,11766,3.29,洋楽,ようがく
11562,11767,3.29,請負,うけおい
11563,11768,3.29,だけれども,だけれども
11564,11769,3.29,車体,しゃたい
11565,11770,3.29,サムライ,サムライ
11566,11771,3.29,コル,コル
11567,11772,3.28,ミドル,ミドル
11568,11773,3.28,水上,すいじょう
11569,11774,3.28,封印,ふういん
11570,11775,3.28,祖先,そせん
11571,11776,3.28,入賞,にゅうしょう
11572,11777,3.28,生前,せいぜん
11573,11778,3.28,ポット,ポット
11574,11779,3.28,這う,はう
11575,11780,3.28,吐き出す,はきだす
11576,11782,3.28,ストーブ,ストーブ
11577,11783,3.28,うり,うり
11578,11785,3.28,柳沢,やなぎさわ
11579,11786,3.28,途切れる,とぎれる
11580,11787,3.28,肇,はじめ
11581,11788,3.28,聖地,せいち
11582,11789,3.28,冷,れい
11583,11790,3.28,潜る,もぐる
11584,11791,3.28,裏付ける,うらづける
11585,11792,3.28,定まる,さだまる
11586,11793,3.28,仲良し,なかよし
11587,11794,3.28,資料館,しりょうかん
11588,11795,3.28,特長,とくちょう
11589,11796,3.28,ダニエル,ダニエル
11590,11797,3.28,芳,ほう
11591,11798,3.28,ディーゼル,ディーゼル
11592,11799,3.28,サスペンス,サスペンス
11593,11800,3.28,発散,はっさん
11594,11801,3.28,紅白,こうはく
11595,11802,3.28,片道,かたみち
11596,11803,3.28,どっと,どっと
11597,11804,3.28,塀,へい
11598,11805,3.28,断,だん
11599,11806,3.28,囚人,しゅうじん
11600,11807,3.27,独断,どくだん
11601,11808,3.27,呪い,のろい
11602,11809,3.27,暮れ,くれ
11603,11810,3.27,翔,しょう
11604,11811,3.27,館長,かんちょう
11605,11812,3.27,ロビン,ロビン
11606,11813,3.27,時空,じくう
11607,11814,3.27,キーパー,キーパー
11608,11815,3.27,真夜中,まよなか
11609,11816,3.27,そうだ,そうだ
11610,11817,3.27,論調,ろんちょう
11611,11818,3.27,奥田,おくだ
11612,11819,3.27,未遂,みすい
11613,11820,3.27,ダイアリー,ダイアリー
11614,11821,3.27,シグナル,シグナル
11615,11822,3.27,くぐる,くぐる
11616,11823,3.27,吠える,ほえる
11617,11824,3.27,減量,げんりょう
11618,11825,3.27,ありのまま,ありのまま
11619,11826,3.27,終身,しゅうしん
11620,11827,3.27,生後,せいご
11621,11828,3.26,かに,かに
11622,11829,3.26,ビーズ,ビーズ
11623,11830,3.26,オペレーション,オペレーション
11624,11831,3.26,こする,こする
11625,11832,3.26,表参道,おもてさんどう
11626,11833,3.26,一部分,いちぶぶん
11627,11834,3.26,伝授,でんじゅ
11628,11835,3.26,主語,しゅご
11629,11836,3.26,種目,しゅもく
11630,11837,3.26,既,がい
11631,11838,3.26,貴女,あなた
11632,11839,3.26,切り捨てる,きりすてる
11633,11840,3.26,界隈,かいわい
11634,11841,3.26,特質,とくしつ
11635,11842,3.26,あげく,あげく
11636,11843,3.26,戸籍,こせき
11637,11844,3.26,事由,じゆう
11638,11845,3.26,細川,ほそかわ
11639,11846,3.26,引き出し,ひきだし
11640,11847,3.26,ディズニーランド,ディズニーランド
11641,11848,3.26,大金,たいきん
11642,11849,3.25,養子,ようし
11643,11851,3.25,スイカ,スイカ
11644,11852,3.25,居間,いま
11645,11853,3.25,乗用車,じょうようしゃ
11646,11854,3.25,新生,しんせい
11647,11855,3.25,さがす,さがす
11648,11856,3.25,長生き,ながいき
11649,11857,3.25,格言,かくげん
11650,11858,3.25,近寄る,ちかよる
11651,11859,3.25,紙幣,しへい
11652,11860,3.25,秀吉,ひできち
11653,11861,3.25,中堅,ちゅうけん
11654,11862,3.25,どうし,どうし
11655,11863,3.25,尽力,じんりょく
11656,11864,3.25,屈辱,くつじょく
11657,11865,3.25,国税,こくぜい
11658,11867,3.25,コンテナ,コンテナ
11659,11868,3.25,戦死,せんし
11660,11869,3.25,一段落,ひとだんらく
11661,11870,3.25,簿記,ぼき
11662,11871,3.25,レーダー,レーダー
11663,11872,3.25,従軍,じゅうぐん
11664,11873,3.25,原動力,げんどうりょく
11665,11874,3.25,先送り,さきおくり
11666,11875,3.25,風船,ふうせん
11667,11876,3.25,志願,しがん
11668,11877,3.25,渦,うず
11669,11878,3.25,財界,ざいかい
11670,11879,3.24,魅せる,みせる
11671,11880,3.24,老化,ろうか
11672,11881,3.24,打開,だかい
11673,11882,3.24,引き分け,ひきわけ
11674,11883,3.24,大雪,おおゆき
11675,11884,3.24,花束,はなたば
11676,11885,3.24,判別,はんべつ
11677,11886,3.24,那覇,なは
11678,11887,3.24,趣向,しゅこう
11679,11888,3.24,新井,あらい
11680,11889,3.24,低音,ていおん
11681,11890,3.24,伊勢,いせ
11682,11891,3.24,しぼる,しぼる
11683,11892,3.24,破れる,やぶれる
11684,11893,3.24,なでる,なでる
11685,11894,3.24,組み,くみ
11686,11895,3.24,没頭,ぼっとう
11687,11896,3.24,ワゴン,ワゴン
11688,11897,3.24,依然,いぜん
11689,11898,3.24,胎児,たいじ
11690,11899,3.24,女子大,じょしだい
11691,11900,3.24,ひっくり返す,ひっくりかえす
11692,11901,3.24,愛犬,あいけん
11693,11902,3.24,タレ,タレ
11694,11903,3.24,ヨシ,ヨシ
11695,11904,3.24,クライマックス,クライマックス
11696,11905,3.24,戻れる,もどれる
11697,11906,3.24,ムーア,ムーア
11698,11907,3.23,唯,ただ
11699,11908,3.23,エキス,エキス
11700,11909,3.23,仕上がり,しあがり
11701,11910,3.23,ケチ,ケチ
11702,11911,3.23,もろもろ,もろもろ
11703,11912,3.23,見分ける,みわける
11704,11913,3.23,辛,しん
11705,11914,3.23,真っ黒,まっくろ
11706,11915,3.23,骨格,こっかく
11707,11916,3.23,荒木,あらき
11708,11917,3.23,軌跡,きせき
11709,11918,3.23,うろうろ,うろうろ
11710,11919,3.23,裁定,さいてい
11711,11920,3.23,懐疑,かいぎ
11712,11921,3.23,車検,しゃけん
11713,11922,3.22,乗,じょう
11714,11923,3.22,二酸化炭素,にさんかたんそ
11715,11924,3.22,表わす,あらわす
11716,11925,3.22,大笑い,おおわらい
11717,11926,3.22,蛍光,けいこう
11718,11927,3.22,上着,うわぎ
11719,11928,3.22,使,し
11720,11929,3.22,目黒,めぐろ
11721,11930,3.22,幾,き
11722,11931,3.22,鮨,すし
11723,11933,3.22,振替,ふりかえ
11724,11934,3.22,占拠,せんきょ
11725,11935,3.22,ゴジラ,ゴジラ
11726,11936,3.22,欠かす,かかす
11727,11937,3.22,エサ,エサ
11728,11938,3.22,野中,のなか
11729,11939,3.22,道筋,みちすじ
11730,11940,3.22,出社,しゅっしゃ
11731,11941,3.22,ミシェル,ミシェル
11732,11942,3.22,勲章,くんしょう
11733,11943,3.22,唄う,うたう
11734,11944,3.22,ぱっと,ぱっと
11735,11945,3.22,しら,しら
11736,11946,3.22,帯広,おびひろ
11737,11947,3.22,パース,パース
11738,11948,3.22,重たい,おもたい
11739,11949,3.21,盧,ろ
11740,11950,3.21,和平,わへい
11741,11951,3.21,番手,ばんて
11742,11952,3.21,思春期,ししゅんき
11743,11953,3.21,はあ,はあ
11744,11954,3.21,ヨー,ヨー
11745,11955,3.21,久しい,ひさしい
11746,11956,3.21,セッティング,セッティング
11747,11957,3.21,しっくり,しっくり
11748,11958,3.21,仕切る,しきる
11749,11959,3.21,冥福,めいふく
11750,11960,3.21,渡部,わたなべ
11751,11961,3.21,弱る,よわる
11752,11962,3.21,ぺん,ぺん
11753,11963,3.21,美少女,びしょうじょ
11754,11964,3.21,霊的,れいてき
11755,11965,3.21,伊豆,いず
11756,11966,3.21,呪文,じゅもん
11757,11967,3.2,バンクーバー,バンクーバー
11758,11968,3.2,逆らう,さからう
11759,11969,3.2,帽,ぼう
11760,11970,3.2,メロン,メロン
11761,11971,3.2,試聴,しちょう
11762,11972,3.2,開場,かいじょう
11763,11973,3.2,総称,そうしょう
11764,11974,3.2,旺盛,おうせい
11765,11975,3.2,無茶,むちゃ
11766,11976,3.2,浅野,あさの
11767,11977,3.2,どうこう,どうこう
11768,11978,3.2,任天堂,にんてんどう
11769,11979,3.2,盛りだくさん,もりだくさん
11770,11980,3.2,余剰,よじょう
11771,11981,3.2,パラダイス,パラダイス
11772,11982,3.2,履行,りこう
11773,11983,3.2,操業,そうぎょう
11774,11984,3.2,無能,むのう
11775,11985,3.2,ご機嫌,ごきげん
11776,11986,3.2,書斎,しょさい
11777,11987,3.2,面々,めんめん
11778,11988,3.2,インターン,インターン
11779,11989,3.2,まめ,まめ
11780,11990,3.19,平穏,へいおん
11781,11991,3.19,エッセンス,エッセンス
11782,11992,3.19,野望,やぼう
11783,11993,3.19,衣類,いるい
11784,11994,3.19,献身,けんしん
11785,11995,3.19,おり,おり
11786,11996,3.19,明日香,あすか
11787,11997,3.19,祥,しょう
11788,11998,3.19,スパイス,スパイス
11789,11999,3.19,南西,なんせい
11790,12000,3.19,バックス,バックス
11791,12001,3.19,ファーム,ファーム
11792,12002,3.19,食後,しょくご
11793,12003,3.19,起つ,たつ
11794,12004,3.19,こま,こま
11795,12005,3.19,導,どう
11796,12006,3.19,王道,おうどう
11797,12007,3.19,検挙,けんきょ
11798,12008,3.18,名門,めいもん
11799,12009,3.18,強豪,きょうごう
11800,12010,3.18,ウリ,ウリ
11801,12011,3.18,諒,りょう
11802,12012,3.18,現存,げんぞん
11803,12013,3.18,立ち去る,たちさる
11804,12014,3.18,有馬,ありま
11805,12015,3.18,教委,きょうい
11806,12016,3.18,民放,みんぽう
11807,12017,3.18,熱気,ねっき
11808,12018,3.18,ボイス,ボイス
11809,12019,3.18,すさまじい,すさまじい
11810,12020,3.18,窃盗,せっとう
11811,12021,3.18,謳う,うたう
11812,12022,3.18,インチキ,インチキ
11813,12023,3.18,改悪,かいあく
11814,12024,3.18,本位,ほんい
11815,12025,3.18,うなる,うなる
11816,12026,3.18,朝日新聞社,あさひしんぶんしゃ
11817,12027,3.18,ポリス,ポリス
11818,12028,3.18,会期,かいき
11819,12029,3.18,伸,しん
11820,12030,3.18,稲,いね
11821,12031,3.18,生き,いき
11822,12032,3.18,土屋,つちや
11823,12033,3.18,憎しみ,にくしみ
11824,12034,3.18,タメ,タメ
11825,12035,3.18,当人,とうにん
11826,12036,3.18,拍子,ひょうし
11827,12037,3.18,滅びる,ほろびる
11828,12038,3.18,白紙,はくし
11829,12039,3.18,求む,もとむ
11830,12040,3.18,釜,かま
11831,12041,3.18,走り,はしり
11832,12042,3.18,木製,もくせい
11833,12043,3.18,かろうじて,かろうじて
11834,12044,3.18,果てる,はてる
11835,12045,3.18,浪,なみ
11836,12046,3.18,いちご,いちご
11837,12047,3.17,スラム,スラム
11838,12048,3.17,こぐ,こぐ
11839,12049,3.17,読解,どくかい
11840,12050,3.17,全土,ぜんど
11841,12051,3.17,先入観,せんにゅうかん
11842,12052,3.17,挙句,あげく
11843,12053,3.17,杉山,すぎやま
11844,12054,3.17,巡り,めぐり
11845,12055,3.17,増幅,ぞうふく
11846,12057,3.17,比重,ひじゅう
11847,12058,3.17,水質,すいしつ
11848,12059,3.17,ゆだねる,ゆだねる
11849,12060,3.17,手動,しゅどう
11850,12061,3.17,プログラマー,プログラマー
11851,12062,3.17,ウォーキング,ウォーキング
11852,12063,3.17,スワップ,スワップ
11853,12064,3.17,金庫,きんこ
11854,12065,3.17,終値,おわりね
11855,12066,3.17,トリオ,トリオ
11856,12067,3.17,いっさい,いっさい
11857,12068,3.17,例会,れいかい
11858,12069,3.17,慰める,なぐさめる
11859,12070,3.17,わるい,わるい
11860,12071,3.17,範疇,はんちゅう
11861,12072,3.17,植,しょく
11862,12073,3.16,恵比寿,えびす
11863,12074,3.16,熟成,じゅくせい
11864,12075,3.16,例文,れいぶん
11865,12076,3.16,推論,すいろん
11866,12077,3.16,ソファ,ソファ
11867,12078,3.16,ユーティリティ,ユーティリティ
11868,12079,3.16,座談,ざだん
11869,12080,3.16,よけい,よけい
11870,12081,3.16,波長,はちょう
11871,12082,3.16,思いこむ,おもいこむ
11872,12083,3.16,実戦,じっせん
11873,12084,3.16,分泌,ぶんぴつ
11874,12085,3.16,ズバリ,ズバリ
11875,12086,3.16,飼料,しりょう
11876,12087,3.15,てか,てか
11877,12088,3.15,帯域,たいいき
11878,12089,3.15,坊主,ぼうず
11879,12090,3.15,服部,はっとり
11880,12091,3.15,治癒,ちゆ
11881,12092,3.15,オッサン,オッサン
11882,12093,3.15,人様,ひとさま
11883,12094,3.15,課する,かする
11884,12095,3.15,語れる,かたれる
11885,12096,3.15,民生,みんせい
11886,12097,3.15,剣道,けんどう
11887,12098,3.15,肘,ひじ
11888,12099,3.15,振るう,ふるう
11889,12100,3.15,墨,すみ
11890,12101,3.15,いつしか,いつしか
11891,12102,3.15,缶詰,かんづめ
11892,12103,3.15,サーキット,サーキット
11893,12104,3.15,スティーブ,スティーブ
11894,12105,3.15,顔面,がんめん
11895,12106,3.15,バーベキュー,バーベキュー
11896,12107,3.15,生きがい,いきがい
11897,12108,3.15,愛車,あいしゃ
11898,12109,3.15,土井,つちい
11899,12110,3.15,コンセンサス,コンセンサス
11900,12111,3.15,三宅,みやけ
11901,12112,3.15,本命,ほんめい
11902,12113,3.15,これぞ,これぞ
11903,12114,3.15,難点,なんてん
11904,12115,3.15,固執,こしつ
11905,12116,3.15,宗派,しゅうは
11906,12117,3.15,ボウ,ボウ
11907,12118,3.15,見返り,みかえり
11908,12119,3.15,貸し出し,かしだし
11909,12120,3.15,熟練,じゅくれん
11910,12121,3.14,伝記,でんき
11911,12122,3.14,大森,おおもり
11912,12123,3.14,人的,じんてき
11913,12124,3.14,理学,りがく
11914,12125,3.14,なつかしい,なつかしい
11915,12126,3.14,聖霊,しょうりょう
11916,12127,3.14,オリックス,オリックス
11917,12128,3.14,電灯,でんとう
11918,12129,3.14,立ち読み,たちよみ
11919,12130,3.14,あれる,あれる
11920,12131,3.14,一転,いってん
11921,12132,3.14,追伸,ついしん
11922,12133,3.14,彼女ら,かのじょら
11923,12134,3.14,釘,くぎ
11924,12135,3.14,松尾,まつお
11925,12136,3.14,画質,がしつ
11926,12137,3.14,カモ,カモ
11927,12138,3.14,長寿,ちょうじゅ
11928,12139,3.14,澄,すみ
11929,12140,3.14,クラフト,クラフト
11930,12141,3.14,綾,あや
11931,12142,3.14,短大,たんだい
11932,12143,3.13,インストラクター,インストラクター
11933,12144,3.13,柵,さく
11934,12145,3.13,シスコ,シスコ
11935,12146,3.13,単体,たんたい
11936,12147,3.13,埋葬,まいそう
11937,12148,3.13,マトリックス,マトリックス
11938,12149,3.13,八王子,はちおうじ
11939,12150,3.13,定量,ていりょう
11940,12151,3.13,出典,しゅってん
11941,12152,3.13,酒井,さかい
11942,12153,3.13,見かけ,みかけ
11943,12154,3.13,グッ,グッ
11944,12155,3.13,マルコ,マルコ
11945,12156,3.13,売店,ばいてん
11946,12157,3.13,下痢,げり
11947,12158,3.13,休,きゅう
11948,12159,3.13,変態,へんたい
11949,12160,3.13,別荘,べっそう
11950,12161,3.13,ふるう,ふるう
11951,12162,3.13,序盤,じょばん
11952,12163,3.13,障壁,しょうへき
11953,12164,3.13,ステンレス,ステンレス
11954,12165,3.13,国崎,くにさき
11955,12166,3.13,つう,つう
11956,12167,3.13,クエスト,クエスト
11957,12168,3.13,ワイルド,ワイルド
11958,12169,3.13,ワル,ワル
11959,12170,3.13,毛布,もうふ
11960,12171,3.13,コンセント,コンセント
11961,12172,3.13,朱,しゅ
11962,12173,3.13,大田,おおた
11963,12174,3.13,真っ,まことっ
11964,12175,3.13,硬直,こうちょく
11965,12176,3.13,上層,じょうそう
11966,12177,3.12,フィリップ,フィリップ
11967,12178,3.12,建国,けんこく
11968,12179,3.12,松浦,まつうら
11969,12180,3.12,コリア,コリア
11970,12181,3.12,離職,りしょく
11971,12182,3.12,厚み,あつみ
11972,12183,3.12,新曲,しんきょく
11973,12184,3.12,その道,そのみち
11974,12185,3.12,香水,こうすい
11975,12186,3.12,伝播,でんぱ
11976,12187,3.12,称する,しょうする
11977,12188,3.12,正論,せいろん
11978,12189,3.12,大石,おおいし
11979,12190,3.12,バリアフリー,バリアフリー
11980,12191,3.12,ささやく,ささやく
11981,12192,3.12,不都合,ふつごう
11982,12193,3.12,フォーカス,フォーカス
11983,12194,3.12,本学,ほんがく
11984,12195,3.12,忠,ただし
11985,12196,3.12,祀る,まつる
11986,12197,3.12,測量,そくりょう
11987,12198,3.12,のばす,のばす
11988,12199,3.12,パンダ,パンダ
11989,12200,3.12,度々,たびたび
11990,12201,3.11,行き来,いきき
11991,12202,3.11,またがる,またがる
11992,12203,3.11,エゴ,エゴ
11993,12204,3.11,弔い,ちょうい
11994,12205,3.11,地上波,ちじょうは
11995,12206,3.11,覚醒,かくせい
11996,12207,3.11,淘汰,とうた
11997,12208,3.11,あした,あした
11998,12209,3.11,南側,みなみがわ
11999,12210,3.11,退社,たいしゃ
12000,12211,3.11,アール,アール
12001,12212,3.11,史料,しりょう
12002,12213,3.11,呼び出し,よびだし
12003,12214,3.11,会報,かいほう
12004,12215,3.11,ムーン,ムーン
12005,12216,3.11,ヒュー,ヒュー
12006,12218,3.11,差し引く,さしひく
12007,12219,3.11,かぐ,かぐ
12008,12220,3.11,幾度,いくど
12009,12221,3.11,ファクター,ファクター
12010,12222,3.11,スプリング,スプリング
12011,12223,3.11,ヶ国,ヶくに
12012,12224,3.11,ホワイトハウス,ホワイトハウス
12013,12225,3.11,深み,ふかみ
12014,12226,3.11,樋口,ひぐち
12015,12227,3.11,ウェールズ,ウェールズ
12016,12228,3.11,北陸,ほくりく
12017,12229,3.11,三者,さんしゃ
12018,12230,3.11,暮らせる,くらせる
12019,12231,3.1,ベートーヴェン,ベートーヴェン
12020,12232,3.1,ビーム,ビーム
12021,12233,3.1,縁起,えんぎ
12022,12234,3.1,混在,こんざい
12023,12235,3.1,フランクフルト,フランクフルト
12024,12236,3.1,如く,ごとく
12025,12237,3.1,琉球,りゅうきゅう
12026,12238,3.1,マイホーム,マイホーム
12027,12239,3.1,スピン,スピン
12028,12240,3.1,粉飾,ふんしょく
12029,12241,3.1,位置付ける,いちづける
12030,12242,3.1,一節,いっせつ
12031,12243,3.1,武部,たけべ
12032,12244,3.1,音波,おんぱ
12033,12245,3.1,ちょうだい,ちょうだい
12034,12247,3.09,駐,ちゅう
12035,12248,3.09,儀,ぎ
12036,12249,3.09,封鎖,ふうさ
12037,12250,3.09,駆除,くじょ
12038,12251,3.09,プロテスタント,プロテスタント
12039,12252,3.09,はなはだ,はなはだ
12040,12253,3.09,知らせ,しらせ
12041,12254,3.09,嫌がらせ,いやがらせ
12042,12255,3.09,抱っこ,だっこ
12043,12256,3.09,社名,しゃめい
12044,12257,3.09,環境省,かんきょうしょう
12045,12258,3.09,書き換える,かきかえる
12046,12259,3.09,夜景,やけい
12047,12260,3.09,生計,せいけい
12048,12262,3.09,発熱,はつねつ
12049,12263,3.09,村山,むらやま
12050,12264,3.09,区切る,くぎる
12051,12265,3.09,朴,ぼく
12052,12266,3.09,さも,さも
12053,12267,3.09,量販,りょうはん
12054,12268,3.09,そそる,そそる
12055,12269,3.09,ファシズム,ファシズム
12056,12270,3.09,封建,ほうけん
12057,12271,3.09,聖人,せいじん
12058,12272,3.09,永住,えいじゅう
12059,12273,3.09,自明,じめい
12060,12274,3.09,境内,けいだい
12061,12275,3.09,鯖,さば
12062,12276,3.09,帰す,かえす
12063,12277,3.08,落ち,おち
12064,12278,3.08,伝送,でんそう
12065,12279,3.08,即興,そっきょう
12066,12280,3.08,症例,しょうれい
12067,12281,3.08,海域,かいいき
12068,12282,3.08,うなぎ,うなぎ
12069,12283,3.08,放る,ほうる
12070,12284,3.08,ステータス,ステータス
12071,12285,3.08,空洞,くうどう
12072,12286,3.08,集英社,しゅうえいしゃ
12073,12287,3.08,大谷,おおたに
12074,12288,3.08,馬車,ばしゃ
12075,12289,3.08,ジャングル,ジャングル
12076,12290,3.08,キノコ,キノコ
12077,12291,3.08,植木,うえき
12078,12292,3.08,充,じゅう
12079,12293,3.08,陳列,ちんれつ
12080,12294,3.08,今ひとつ,いまひとつ
12081,12295,3.08,クーポン,クーポン
12082,12296,3.08,鞄,かばん
12083,12297,3.07,恒久,こうきゅう
12084,12298,3.07,大きめ,おおきめ
12085,12299,3.07,仕立てる,したてる
12086,12300,3.07,改,かい
12087,12301,3.07,当て,あて
12088,12302,3.07,すぐさま,すぐさま
12089,12303,3.07,主旨,しゅし
12090,12304,3.07,不平等,ふびょうどう
12091,12305,3.07,がけ,がけ
12092,12306,3.07,落書き,らくがき
12093,12307,3.07,公聴,こうちょう
12094,12308,3.07,快,かい
12095,12309,3.07,盛岡,もりおか
12096,12310,3.07,助長,じょちょう
12097,12311,3.07,ハンバーガー,ハンバーガー
12098,12312,3.07,懲戒,ちょうかい
12099,12313,3.07,ズレ,ズレ
12100,12314,3.07,ぶどう,ぶどう
12101,12315,3.07,艶,つや
12102,12316,3.07,下流,かりゅう
12103,12317,3.07,入所,にゅうしょ
12104,12318,3.07,かじる,かじる
12105,12319,3.07,ラウンジ,ラウンジ
12106,12320,3.07,寄,より
12107,12321,3.06,テレビ朝日,テレビあさひ
12108,12322,3.06,ときには,ときには
12109,12323,3.06,専任,せんにん
12110,12324,3.06,わける,わける
12111,12325,3.06,配付,はいふ
12112,12326,3.06,捕る,とる
12113,12327,3.06,四郎,しろう
12114,12328,3.06,日和,ひより
12115,12329,3.06,甘味,あまみ
12116,12330,3.06,必需,ひつじゅ
12117,12332,3.06,エレベータ,エレベータ
12118,12333,3.06,何一つ,なにひとつ
12119,12334,3.06,減額,げんがく
12120,12335,3.06,自前,じまえ
12121,12336,3.06,旭,あさひ
12122,12337,3.06,森山,もりやま
12123,12338,3.05,顎,あご
12124,12339,3.05,東日本,ひがしにほん
12125,12340,3.05,放浪,ほうろう
12126,12341,3.05,ババ,ババ
12127,12342,3.05,御飯,ごはん
12128,12343,3.05,月日,がっぴ
12129,12344,3.05,そうこう,そうこう
12130,12345,3.05,ちよ,ちよ
12131,12346,3.05,雑音,ざつおん
12132,12347,3.05,スプレー,スプレー
12133,12348,3.05,分断,ぶんだん
12134,12349,3.05,恨み,うらみ
12135,12350,3.05,罪悪,ざいあく
12136,12351,3.05,長引く,ながびく
12137,12352,3.05,腰痛,ようつう
12138,12353,3.05,凹む,くぼむ
12139,12354,3.05,改憲,かいけん
12140,12355,3.05,ひらく,ひらく
12141,12356,3.05,申し立て,もうしたて
12142,12357,3.05,学費,がくひ
12143,12358,3.04,開講,かいこう
12144,12359,3.04,仕込む,しこむ
12145,12360,3.04,打合せ,うちあわせ
12146,12361,3.04,つま,つま
12147,12362,3.04,パワフル,パワフル
12148,12363,3.04,アミ,アミ
12149,12364,3.04,知らせる,しらせる
12150,12365,3.04,構文,こうぶん
12151,12366,3.04,候,そうろう
12152,12367,3.04,下北沢,しもきたざわ
12153,12368,3.04,読み書き,よみかき
12154,12369,3.04,じゅん,じゅん
12155,12370,3.04,文系,ぶんけい
12156,12371,3.04,震度,しんど
12157,12372,3.04,せっせと,せっせと
12158,12373,3.04,環境庁,かんきょうちょう
12159,12374,3.04,グローブ,グローブ
12160,12375,3.04,導き出す,みちびきだす
12161,12376,3.04,ソーセージ,ソーセージ
12162,12377,3.04,女系,じょけい
12163,12378,3.04,起る,おこる
12164,12379,3.04,直撃,ちょくげき
12165,12380,3.03,潤,じゅん
12166,12381,3.03,見積もる,みつもる
12167,12382,3.03,報う,むくう
12168,12383,3.03,憲章,けんしょう
12169,12384,3.03,そんなふうに,そんなふうに
12170,12385,3.03,少子,しょうし
12171,12386,3.03,おみやげ,おみやげ
12172,12387,3.03,灸,きゅう
12173,12388,3.03,ガバ,ガバ
12174,12389,3.03,前原,まえはら
12175,12390,3.03,高野,たかの
12176,12391,3.03,漁師,りょうし
12177,12392,3.03,窒素,ちっそ
12178,12393,3.03,おっちゃん,おっちゃん
12179,12394,3.03,大々的,だいだいてき
12180,12395,3.03,東亜,とうあ
12181,12396,3.03,哀れ,あわれ
12182,12397,3.03,歯止め,はどめ
12183,12398,3.03,中高年,ちゅうこうねん
12184,12399,3.03,セラピー,セラピー
12185,12400,3.03,ブタ,ブタ
12186,12401,3.03,戦記,せんき
12187,12402,3.03,疑わしい,うたがわしい
12188,12403,3.03,スキーム,スキーム
12189,12404,3.03,やう,やう
12190,12405,3.03,堺,さかい
12191,12406,3.03,歌劇,かげき
12192,12407,3.03,充足,じゅうそく
12193,12408,3.03,中途,ちゅうと
12194,12409,3.03,しっとり,しっとり
12195,12410,3.03,歳月,さいげつ
12196,12411,3.03,買い手,かいて
12197,12412,3.02,ロッカー,ロッカー
12198,12413,3.02,横須賀,よこすか
12199,12415,3.02,言い渡す,いいわたす
12200,12416,3.02,ジョンソン,ジョンソン
12201,12417,3.02,話し方,はなしかた
12202,12418,3.02,造成,ぞうせい
12203,12419,3.02,とおす,とおす
12204,12420,3.02,顕,けん
12205,12421,3.02,横切る,よこぎる
12206,12422,3.02,レンタカー,レンタカー
12207,12423,3.02,細工,さいく
12208,12424,3.02,姓,せい
12209,12425,3.02,取り替える,とりかえる
12210,12426,3.02,緻密,ちみつ
12211,12427,3.02,結,けつ
12212,12428,3.02,本誌,ほんし
12213,12429,3.02,ブレア,ブレア
12214,12430,3.01,ダラダラ,ダラダラ
